t_h,Cbar,V_over_V0,beta
23.2833,0.210556,0.363006,0.272284
23.3000,0.210407,0.363006,0.272267
23.3167,0.210258,0.363006,0.272250
23.3333,0.210109,0.363006,0.272232
23.3500,0.209960,0.363006,0.272215
23.3667,0.209812,0.363006,0.272198
23.3833,0.209664,0.363006,0.272180
23.4000,0.209516,0.363006,0.272163
23.4167,0.209368,0.363006,0.272146
23.4333,0.209221,0.363006,0.272129
23.4500,0.209074,0.363006,0.272112
23.4667,0.208928,0.363006,0.272095
23.4833,0.208782,0.363006,0.272078
23.5000,0.208636,0.363006,0.272061
23.5167,0.208490,0.363004,0.272045
23.5333,0.208345,0.362999,0.272030
23.5500,0.208199,0.362989,0.272017
23.5667,0.208055,0.362977,0.272006
23.5833,0.207910,0.362962,0.271996
23.6000,0.207766,0.362944,0.271987
23.6167,0.207622,0.362923,0.271979
23.6333,0.207478,0.362901,0.271972
23.6500,0.207335,0.362876,0.271965
23.6667,0.207191,0.362850,0.271960
23.6833,0.207049,0.362823,0.271955
23.7000,0.206906,0.362794,0.271951
23.7167,0.206764,0.362765,0.271947
23.7333,0.206622,0.362735,0.271943
23.7500,0.206480,0.362705,0.271939
23.7667,0.206338,0.362675,0.271936
23.7833,0.206197,0.362645,0.271932
23.8000,0.206056,0.362616,0.271928
23.8167,0.205915,0.362587,0.271924
23.8333,0.205775,0.362560,0.271919
23.8500,0.205634,0.362534,0.271914
23.8667,0.205494,0.362510,0.271908
23.8833,0.205355,0.362487,0.271902
23.9000,0.205215,0.362467,0.271894
23.9167,0.205076,0.362449,0.271886
23.9333,0.204937,0.362433,0.271876
23.9500,0.204799,0.362421,0.271865
23.9667,0.204660,0.362412,0.271853
23.9833,0.204522,0.362406,0.271840
24.0000,0.204384,0.362404,0.271825
24.0167,0.204247,0.362404,0.271809
24.0333,0.204110,0.362404,0.271793
24.0500,0.203973,0.362404,0.271777
24.0667,0.203836,0.362404,0.271761
24.0833,0.203699,0.362404,0.271745
24.1000,0.203563,0.362404,0.271729
24.1167,0.203427,0.362404,0.271714
24.1333,0.203291,0.362404,0.271698
24.1500,0.203156,0.362404,0.271682
24.1667,0.203021,0.362404,0.271667
24.1833,0.202886,0.362404,0.271651
24.2000,0.202751,0.362404,0.271635
24.2167,0.202617,0.362404,0.271620
24.2333,0.202482,0.362404,0.271604
24.2500,0.202349,0.362404,0.271589
24.2667,0.202215,0.362404,0.271573
24.2833,0.202082,0.362404,0.271558
24.3000,0.201948,0.362404,0.271543
24.3167,0.201816,0.362404,0.271527
24.3333,0.201683,0.362404,0.271512
24.3500,0.201551,0.362404,0.271497
24.3667,0.201418,0.362404,0.271481
24.3833,0.201287,0.362404,0.271466
24.4000,0.201155,0.362404,0.271451
24.4167,0.201024,0.362404,0.271436
24.4333,0.200892,0.362404,0.271421
24.4500,0.200762,0.362404,0.271405
24.4667,0.200631,0.362404,0.271390
24.4833,0.200501,0.362404,0.271375
24.5000,0.200370,0.362404,0.271360
24.5167,0.200241,0.362402,0.271346
24.5333,0.200111,0.362396,0.271334
24.5500,0.199981,0.362387,0.271322
24.5667,0.199852,0.362375,0.271313
24.5833,0.199723,0.362359,0.271304
24.6000,0.199595,0.362341,0.271297
24.6167,0.199466,0.362321,0.271291
24.6333,0.199338,0.362298,0.271286
24.6500,0.199210,0.362274,0.271282
24.6667,0.199082,0.362248,0.271278
24.6833,0.198955,0.362221,0.271275
24.7000,0.198828,0.362192,0.271272
24.7167,0.198701,0.362163,0.271270
24.7333,0.198574,0.362133,0.271268
24.7500,0.198447,0.362103,0.271266
24.7667,0.198321,0.362073,0.271264
24.7833,0.198195,0.362043,0.271263
24.8000,0.198069,0.362014,0.271260
24.8167,0.197943,0.361986,0.271258
24.8333,0.197818,0.361958,0.271255
24.8500,0.197692,0.361932,0.271252
24.8667,0.197567,0.361908,0.271248
24.8833,0.197442,0.361885,0.271243
24.9000,0.197318,0.361865,0.271237
24.9167,0.197194,0.361847,0.271231
24.9333,0.197069,0.361831,0.271223
24.9500,0.196946,0.361819,0.271214
24.9667,0.196822,0.361810,0.271203
24.9833,0.196698,0.361804,0.271192
25.0000,0.196575,0.361802,0.271178
25.0167,0.196452,0.361802,0.271164
25.0333,0.196329,0.361802,0.271150
25.0500,0.196207,0.361802,0.271136
25.0667,0.196085,0.361802,0.271122
25.0833,0.195962,0.361802,0.271108
25.1000,0.195841,0.361802,0.271094
25.1167,0.195719,0.361802,0.271080
25.1333,0.195598,0.361802,0.271066
25.1500,0.195476,0.361802,0.271052
25.1667,0.195355,0.361802,0.271038
25.1833,0.195235,0.361802,0.271024
25.2000,0.195114,0.361802,0.271010
25.2167,0.194994,0.361802,0.270996
25.2333,0.194874,0.361802,0.270982
25.2500,0.194754,0.361802,0.270969
25.2667,0.194634,0.361802,0.270955
25.2833,0.194515,0.361802,0.270941
25.3000,0.194395,0.361802,0.270927
25.3167,0.194276,0.361802,0.270914
25.3333,0.194158,0.361802,0.270900
25.3500,0.194039,0.361802,0.270886
25.3667,0.193921,0.361802,0.270873
25.3833,0.193803,0.361802,0.270859
25.4000,0.193685,0.361802,0.270846
25.4167,0.193567,0.361802,0.270832
25.4333,0.193449,0.361802,0.270819
25.4500,0.193332,0.361802,0.270805
25.4667,0.193215,0.361802,0.270792
25.4833,0.193098,0.361802,0.270778
25.5000,0.192981,0.361802,0.270765
25.5167,0.192865,0.361802,0.270751
25.5333,0.192749,0.361802,0.270738
25.5500,0.192633,0.361802,0.270725
25.5667,0.192517,0.361802,0.270711
25.5833,0.192401,0.361802,0.270698
25.6000,0.192286,0.361802,0.270685
25.6167,0.192171,0.361802,0.270672
25.6333,0.192056,0.361802,0.270659
25.6500,0.191941,0.361802,0.270645
25.6667,0.191826,0.361802,0.270632
25.6833,0.191712,0.361802,0.270619
25.7000,0.191598,0.361802,0.270606
25.7167,0.191484,0.361802,0.270593
25.7333,0.191370,0.361802,0.270580
25.7500,0.191256,0.361802,0.270567
25.7667,0.191143,0.361802,0.270554
25.7833,0.191030,0.361802,0.270541
25.8000,0.190917,0.361802,0.270528
25.8167,0.190804,0.361802,0.270515
25.8333,0.190692,0.361802,0.270502
25.8500,0.190579,0.361802,0.270489
25.8667,0.190467,0.361802,0.270476
25.8833,0.190355,0.361802,0.270463
25.9000,0.190243,0.361802,0.270451
25.9167,0.190132,0.361802,0.270438
25.9333,0.190020,0.361802,0.270425
25.9500,0.189909,0.361802,0.270412
25.9667,0.189798,0.361802,0.270400
25.9833,0.189687,0.361802,0.270387
26.0000,0.189577,0.361802,0.270374
26.0167,0.189466,0.361802,0.270362
26.0333,0.189356,0.361802,0.270349
26.0500,0.189246,0.361802,0.270336
26.0667,0.189136,0.361802,0.270324
26.0833,0.189027,0.361802,0.270311
26.1000,0.188917,0.361802,0.270299
26.1167,0.188808,0.361802,0.270286
26.1333,0.188699,0.361802,0.270274
26.1500,0.188590,0.361802,0.270261
26.1667,0.188481,0.361802,0.270249
26.1833,0.188373,0.361802,0.270236
26.2000,0.188265,0.361802,0.270224
26.2167,0.188157,0.361802,0.270212
26.2333,0.188049,0.361802,0.270199
26.2500,0.187941,0.361802,0.270187
26.2667,0.187833,0.361802,0.270175
26.2833,0.187726,0.361802,0.270162
26.3000,0.187619,0.361802,0.270150
26.3167,0.187512,0.361802,0.270138
26.3333,0.187405,0.361802,0.270126
26.3500,0.187298,0.361802,0.270114
26.3667,0.187192,0.361802,0.270101
26.3833,0.187086,0.361802,0.270089
26.4000,0.186980,0.361802,0.270077
26.4167,0.186874,0.361802,0.270065
26.4333,0.186768,0.361802,0.270053
26.4500,0.186662,0.361802,0.270041
26.4667,0.186557,0.361802,0.270029
26.4833,0.186452,0.361802,0.270017
26.5000,0.186347,0.361802,0.270005
26.5167,0.186242,0.361800,0.269994
26.5333,0.186138,0.361795,0.269984
26.5500,0.186033,0.361785,0.269976
26.5667,0.185929,0.361773,0.269969
26.5833,0.185825,0.361758,0.269964
26.6000,0.185721,0.361740,0.269960
26.6167,0.185617,0.361719,0.269957
26.6333,0.185513,0.361697,0.269954
26.6500,0.185410,0.361672,0.269953
26.6667,0.185307,0.361646,0.269952
26.6833,0.185204,0.361619,0.269952
26.7000,0.185101,0.361591,0.269952
26.7167,0.184998,0.361561,0.269953
26.7333,0.184896,0.361532,0.269954
26.7500,0.184793,0.361502,0.269955
26.7667,0.184691,0.361472,0.269956
26.7833,0.184589,0.361442,0.269957
26.8000,0.184487,0.361413,0.269957
26.8167,0.184385,0.361384,0.269958
26.8333,0.184284,0.361357,0.269958
26.8500,0.184182,0.361331,0.269957
26.8667,0.184081,0.361306,0.269956
26.8833,0.183980,0.361284,0.269954
26.9000,0.183879,0.361264,0.269951
26.9167,0.183778,0.361246,0.269947
26.9333,0.183678,0.361230,0.269942
26.9500,0.183577,0.361218,0.269936
26.9667,0.183477,0.361209,0.269928
26.9833,0.183377,0.361203,0.269919
27.0000,0.183277,0.361201,0.269909
27.0167,0.183177,0.361201,0.269897
27.0333,0.183078,0.361201,0.269886
27.0500,0.182978,0.361201,0.269875
27.0667,0.182879,0.361201,0.269863
27.0833,0.182780,0.361201,0.269852
27.1000,0.182681,0.361201,0.269841
27.1167,0.182582,0.361201,0.269829
27.1333,0.182483,0.361201,0.269818
27.1500,0.182385,0.361201,0.269807
27.1667,0.182287,0.361201,0.269796
27.1833,0.182189,0.361201,0.269785
27.2000,0.182091,0.361201,0.269773
27.2167,0.181993,0.361201,0.269762
27.2333,0.181895,0.361201,0.269751
27.2500,0.181798,0.361201,0.269740
27.2667,0.181700,0.361201,0.269729
27.2833,0.181603,0.361201,0.269718
27.3000,0.181506,0.361201,0.269707
27.3167,0.181409,0.361201,0.269696
27.3333,0.181313,0.361201,0.269685
27.3500,0.181216,0.361201,0.269674
27.3667,0.181120,0.361201,0.269663
27.3833,0.181024,0.361201,0.269652
27.4000,0.180928,0.361201,0.269641
27.4167,0.180832,0.361201,0.269630
27.4333,0.180736,0.361201,0.269619
27.4500,0.180641,0.361201,0.269608
27.4667,0.180545,0.361201,0.269597
27.4833,0.180450,0.361201,0.269587
27.5000,0.180355,0.361201,0.269576
27.5167,0.180260,0.361201,0.269565
27.5333,0.180165,0.361201,0.269554
27.5500,0.180070,0.361201,0.269543
27.5667,0.179976,0.361201,0.269533
27.5833,0.179882,0.361201,0.269522
27.6000,0.179788,0.361201,0.269511
27.6167,0.179694,0.361201,0.269501
27.6333,0.179600,0.361201,0.269490
27.6500,0.179506,0.361201,0.269479
27.6667,0.179412,0.361201,0.269469
27.6833,0.179319,0.361201,0.269458
27.7000,0.179226,0.361201,0.269447
27.7167,0.179133,0.361201,0.269437
27.7333,0.179040,0.361201,0.269426
27.7500,0.178947,0.361201,0.269416
27.7667,0.178854,0.361201,0.269405
27.7833,0.178762,0.361201,0.269395
27.8000,0.178669,0.361201,0.269384
27.8167,0.178577,0.361201,0.269374
27.8333,0.178485,0.361201,0.269363
27.8500,0.178393,0.361201,0.269353
27.8667,0.178302,0.361201,0.269342
27.8833,0.178210,0.361201,0.269332
27.9000,0.178118,0.361201,0.269322
27.9167,0.178027,0.361201,0.269311
27.9333,0.177936,0.361201,0.269301
27.9500,0.177845,0.361201,0.269291
27.9667,0.177754,0.361201,0.269280
27.9833,0.177663,0.361201,0.269270
28.0000,0.177573,0.361201,0.269260
28.0167,0.177482,0.361201,0.269249
28.0333,0.177392,0.361201,0.269239
28.0500,0.177302,0.361201,0.269229
28.0667,0.177212,0.361201,0.269219
28.0833,0.177122,0.361201,0.269209
28.1000,0.177032,0.361201,0.269198
28.1167,0.176943,0.361201,0.269188
28.1333,0.176853,0.361201,0.269178
28.1500,0.176764,0.361201,0.269168
28.1667,0.176675,0.361201,0.269158
28.1833,0.176586,0.361201,0.269148
28.2000,0.176497,0.361201,0.269138
28.2167,0.176408,0.361201,0.269128
28.2333,0.176320,0.361201,0.269118
28.2500,0.176231,0.361201,0.269108
28.2667,0.176143,0.361201,0.269097
28.2833,0.176055,0.361201,0.269087
28.3000,0.175967,0.361201,0.269078
28.3167,0.175879,0.361201,0.269068
28.3333,0.175791,0.361201,0.269058
28.3500,0.175703,0.361201,0.269048
28.3667,0.175616,0.361201,0.269038
28.3833,0.175529,0.361201,0.269028
28.4000,0.175441,0.361201,0.269018
28.4167,0.175354,0.361201,0.269008
28.4333,0.175267,0.361201,0.268998
28.4500,0.175181,0.361201,0.268988
28.4667,0.175094,0.361201,0.268979
28.4833,0.175007,0.361201,0.268969
28.5000,0.174921,0.361201,0.268959
28.5167,0.174835,0.361201,0.268949
28.5333,0.174749,0.361201,0.268940
28.5500,0.174663,0.361201,0.268930
28.5667,0.174577,0.361201,0.268920
28.5833,0.174491,0.361201,0.268910
28.6000,0.174406,0.361201,0.268901
28.6167,0.174320,0.361201,0.268891
28.6333,0.174235,0.361201,0.268881
28.6500,0.174150,0.361201,0.268872
28.6667,0.174065,0.361201,0.268862
28.6833,0.173980,0.361201,0.268852
28.7000,0.173895,0.361201,0.268843
28.7167,0.173810,0.361201,0.268833
28.7333,0.173726,0.361201,0.268824
28.7500,0.173641,0.361201,0.268814
28.7667,0.173557,0.361201,0.268805
28.7833,0.173473,0.361201,0.268795
28.8000,0.173389,0.361201,0.268786
28.8167,0.173305,0.361201,0.268776
28.8333,0.173221,0.361201,0.268767
28.8500,0.173138,0.361201,0.268757
28.8667,0.173054,0.361201,0.268748
28.8833,0.172971,0.361201,0.268738
28.9000,0.172888,0.361201,0.268729
28.9167,0.172804,0.361201,0.268720
28.9333,0.172721,0.361201,0.268710
28.9500,0.172639,0.361201,0.268701
28.9667,0.172556,0.361201,0.268691
28.9833,0.172473,0.361201,0.268682
29.0000,0.172391,0.361201,0.268673
29.0167,0.172308,0.361199,0.268664
29.0333,0.172226,0.361193,0.268657
29.0500,0.172144,0.361184,0.268652
29.0667,0.172062,0.361172,0.268648
29.0833,0.171980,0.361156,0.268645
29.1000,0.171899,0.361138,0.268644
29.1167,0.171817,0.361118,0.268643
29.1333,0.171735,0.361096,0.268643
29.1500,0.171654,0.361071,0.268644
29.1667,0.171573,0.361045,0.268646
29.1833,0.171492,0.361018,0.268648
29.2000,0.171411,0.360989,0.268651
29.2167,0.171330,0.360960,0.268654
29.2333,0.171249,0.360931,0.268658
29.2500,0.171168,0.360901,0.268661
29.2667,0.171088,0.360871,0.268665
29.2833,0.171007,0.360841,0.268668
29.3000,0.170927,0.360812,0.268671
29.3167,0.170847,0.360783,0.268674
29.3333,0.170767,0.360756,0.268676
29.3500,0.170687,0.360730,0.268678
29.3667,0.170607,0.360706,0.268680
29.3833,0.170527,0.360683,0.268680
29.4000,0.170447,0.360663,0.268680
29.4167,0.170368,0.360645,0.268678
29.4333,0.170289,0.360629,0.268676
29.4500,0.170209,0.360617,0.268672
29.4667,0.170130,0.360608,0.268667
29.4833,0.170051,0.360602,0.268660
29.5000,0.169972,0.360600,0.268652
29.5167,0.169893,0.360600,0.268643
29.5333,0.169815,0.360600,0.268634
29.5500,0.169736,0.360600,0.268626
29.5667,0.169657,0.360600,0.268617
29.5833,0.169579,0.360600,0.268608
29.6000,0.169501,0.360600,0.268599
29.6167,0.169423,0.360600,0.268590
29.6333,0.169345,0.360600,0.268581
29.6500,0.169267,0.360600,0.268573
29.6667,0.169189,0.360600,0.268564
29.6833,0.169111,0.360600,0.268555
29.7000,0.169034,0.360600,0.268546
29.7167,0.168956,0.360600,0.268538
29.7333,0.168879,0.360600,0.268529
29.7500,0.168802,0.360600,0.268520
29.7667,0.168725,0.360600,0.268511
29.7833,0.168648,0.360600,0.268503
29.8000,0.168571,0.360600,0.268494
29.8167,0.168494,0.360600,0.268486
29.8333,0.168418,0.360600,0.268477
29.8500,0.168341,0.360600,0.268468
29.8667,0.168265,0.360600,0.268460
29.8833,0.168188,0.360600,0.268451
29.9000,0.168112,0.360600,0.268442
29.9167,0.168036,0.360600,0.268434
29.9333,0.167960,0.360600,0.268425
29.9500,0.167884,0.360600,0.268417
29.9667,0.167809,0.360600,0.268408
29.9833,0.167733,0.360600,0.268400
30.0000,0.167658,0.360600,0.268391
30.0167,0.167582,0.360600,0.268383
30.0333,0.167507,0.360600,0.268374
30.0500,0.167432,0.360600,0.268366
30.0667,0.167357,0.360600,0.268357
30.0833,0.167282,0.360600,0.268349
30.1000,0.167207,0.360600,0.268340
30.1167,0.167132,0.360600,0.268332
30.1333,0.167057,0.360600,0.268324
30.1500,0.166983,0.360600,0.268315
30.1667,0.166908,0.360600,0.268307
30.1833,0.166834,0.360600,0.268298
30.2000,0.166760,0.360600,0.268290
30.2167,0.166686,0.360600,0.268282
30.2333,0.166612,0.360600,0.268273
30.2500,0.166538,0.360600,0.268265
30.2667,0.166464,0.360600,0.268257
30.2833,0.166390,0.360600,0.268249
30.3000,0.166317,0.360600,0.268240
30.3167,0.166243,0.360600,0.268232
30.3333,0.166170,0.360600,0.268224
30.3500,0.166097,0.360600,0.268215
30.3667,0.166024,0.360600,0.268207
30.3833,0.165951,0.360600,0.268199
30.4000,0.165878,0.360600,0.268191
30.4167,0.165805,0.360600,0.268183
30.4333,0.165732,0.360600,0.268174
30.4500,0.165660,0.360600,0.268166
30.4667,0.165587,0.360600,0.268158
30.4833,0.165515,0.360600,0.268150
30.5000,0.165442,0.360600,0.268142
30.5167,0.165370,0.360600,0.268134
30.5333,0.165298,0.360600,0.268126
30.5500,0.165226,0.360600,0.268118
30.5667,0.165154,0.360600,0.268109
30.5833,0.165082,0.360600,0.268101
30.6000,0.165011,0.360600,0.268093
30.6167,0.164939,0.360600,0.268085
30.6333,0.164868,0.360600,0.268077
30.6500,0.164796,0.360600,0.268069
30.6667,0.164725,0.360600,0.268061
30.6833,0.164654,0.360600,0.268053
30.7000,0.164583,0.360600,0.268045
30.7167,0.164512,0.360600,0.268037
30.7333,0.164441,0.360600,0.268029
30.7500,0.164370,0.360600,0.268021
30.7667,0.164299,0.360600,0.268013
30.7833,0.164229,0.360600,0.268005
30.8000,0.164158,0.360600,0.267998
30.8167,0.164088,0.360600,0.267990
30.8333,0.164018,0.360600,0.267982
30.8500,0.163948,0.360600,0.267974
30.8667,0.163877,0.360600,0.267966
30.8833,0.163807,0.360600,0.267958
30.9000,0.163738,0.360600,0.267950
30.9167,0.163668,0.360600,0.267942
30.9333,0.163598,0.360600,0.267935
30.9500,0.163529,0.360600,0.267927
30.9667,0.163459,0.360600,0.267919
30.9833,0.163390,0.360600,0.267911
31.0000,0.163320,0.360600,0.267903
31.0167,0.163251,0.360600,0.267896
31.0333,0.163182,0.360600,0.267888
31.0500,0.163113,0.360600,0.267880
31.0667,0.163044,0.360600,0.267872
31.0833,0.162975,0.360600,0.267865
31.1000,0.162907,0.360600,0.267857
31.1167,0.162838,0.360600,0.267849
31.1333,0.162769,0.360600,0.267842
31.1500,0.162701,0.360600,0.267834
31.1667,0.162633,0.360600,0.267826
31.1833,0.162564,0.360600,0.267819
31.2000,0.162496,0.360600,0.267811
31.2167,0.162428,0.360600,0.267803
31.2333,0.162360,0.360600,0.267796
31.2500,0.162292,0.360600,0.267788
31.2667,0.162225,0.360600,0.267781
31.2833,0.162157,0.360600,0.267773
31.3000,0.162089,0.360600,0.267765
31.3167,0.162022,0.360600,0.267758
31.3333,0.161955,0.360600,0.267750
31.3500,0.161887,0.360600,0.267743
31.3667,0.161820,0.360600,0.267735
31.3833,0.161753,0.360600,0.267728
31.4000,0.161686,0.360600,0.267720
31.4167,0.161619,0.360600,0.267713
31.4333,0.161552,0.360600,0.267705
31.4500,0.161485,0.360600,0.267698
31.4667,0.161419,0.360600,0.267690
31.4833,0.161352,0.360600,0.267683
31.5000,0.161286,0.360600,0.267675
31.5167,0.161219,0.360600,0.267668
31.5333,0.161153,0.360600,0.267660
31.5500,0.161087,0.360600,0.267653
31.5667,0.161021,0.360600,0.267646
31.5833,0.160955,0.360600,0.267638
31.6000,0.160889,0.360600,0.267631
31.6167,0.160823,0.360600,0.267623
31.6333,0.160757,0.360600,0.267616
31.6500,0.160692,0.360600,0.267609
31.6667,0.160626,0.360600,0.267601
31.6833,0.160561,0.360600,0.267594
31.7000,0.160495,0.360600,0.267587
31.7167,0.160430,0.360600,0.267579
31.7333,0.160365,0.360600,0.267572
31.7500,0.160300,0.360600,0.267565
31.7667,0.160235,0.360600,0.267558
31.7833,0.160170,0.360600,0.267550
31.8000,0.160105,0.360600,0.267543
31.8167,0.160040,0.360600,0.267536
31.8333,0.159975,0.360600,0.267529
31.8500,0.159911,0.360600,0.267521
31.8667,0.159846,0.360600,0.267514
31.8833,0.159782,0.360600,0.267507
31.9000,0.159717,0.360600,0.267500
31.9167,0.159653,0.360600,0.267492
31.9333,0.159589,0.360600,0.267485
31.9500,0.159525,0.360600,0.267478
31.9667,0.159461,0.360600,0.267471
31.9833,0.159397,0.360600,0.267464
32.0000,0.159333,0.360600,0.267457
32.0167,0.159270,0.360600,0.267450
32.0333,0.159206,0.360600,0.267442
32.0500,0.159142,0.360600,0.267435
32.0667,0.159079,0.360600,0.267428
32.0833,0.159015,0.360600,0.267421
32.1000,0.158952,0.360600,0.267414
32.1167,0.158889,0.360600,0.267407
32.1333,0.158826,0.360600,0.267400
32.1500,0.158763,0.360600,0.267393
32.1667,0.158700,0.360600,0.267386
32.1833,0.158637,0.360600,0.267379
32.2000,0.158574,0.360600,0.267372
32.2167,0.158511,0.360600,0.267365
32.2333,0.158449,0.360600,0.267358
32.2500,0.158386,0.360600,0.267351
32.2667,0.158324,0.360600,0.267344
32.2833,0.158261,0.360600,0.267337
32.3000,0.158199,0.360600,0.267330
32.3167,0.158137,0.360600,0.267323
32.3333,0.158075,0.360600,0.267316
32.3500,0.158013,0.360600,0.267309
32.3667,0.157951,0.360600,0.267302
32.3833,0.157889,0.360600,0.267295
32.4000,0.157827,0.360600,0.267288
32.4167,0.157765,0.360600,0.267281
32.4333,0.157704,0.360600,0.267274
32.4500,0.157642,0.360600,0.267268
32.4667,0.157581,0.360600,0.267261
32.4833,0.157519,0.360600,0.267254
32.5000,0.157458,0.360600,0.267247
32.5167,0.157397,0.360600,0.267240
32.5333,0.157336,0.360600,0.267233
32.5500,0.157274,0.360600,0.267227
32.5667,0.157213,0.360600,0.267220
32.5833,0.157153,0.360600,0.267213
32.6000,0.157092,0.360600,0.267206
32.6167,0.157031,0.360600,0.267199
32.6333,0.156970,0.360600,0.267193
32.6500,0.156910,0.360600,0.267186
32.6667,0.156849,0.360600,0.267179
32.6833,0.156789,0.360600,0.267172
32.7000,0.156728,0.360600,0.267166
32.7167,0.156668,0.360600,0.267159
32.7333,0.156608,0.360600,0.267152
32.7500,0.156548,0.360600,0.267145
32.7667,0.156488,0.360600,0.267139
32.7833,0.156428,0.360600,0.267132
32.8000,0.156368,0.360600,0.267125
32.8167,0.156308,0.360600,0.267119
32.8333,0.156248,0.360600,0.267112
32.8500,0.156189,0.360600,0.267105
32.8667,0.156129,0.360600,0.267099
32.8833,0.156070,0.360600,0.267092
32.9000,0.156010,0.360600,0.267085
32.9167,0.155951,0.360600,0.267079
32.9333,0.155892,0.360600,0.267072
32.9500,0.155832,0.360600,0.267066
32.9667,0.155773,0.360600,0.267059
32.9833,0.155714,0.360600,0.267052
33.0000,0.155655,0.360600,0.267046
33.0167,0.155596,0.360600,0.267039
33.0333,0.155538,0.360600,0.267033
33.0500,0.155479,0.360600,0.267026
33.0667,0.155420,0.360600,0.267020
33.0833,0.155362,0.360600,0.267013
33.1000,0.155303,0.360600,0.267007
33.1167,0.155245,0.360600,0.267000
33.1333,0.155186,0.360600,0.266994
33.1500,0.155128,0.360600,0.266987
33.1667,0.155070,0.360600,0.266981
33.1833,0.155012,0.360600,0.266974
33.2000,0.154954,0.360600,0.266968
33.2167,0.154896,0.360600,0.266961
33.2333,0.154838,0.360600,0.266955
33.2500,0.154780,0.360600,0.266948
33.2667,0.154722,0.360600,0.266942
33.2833,0.154664,0.360600,0.266935
33.3000,0.154607,0.360600,0.266929
33.3167,0.154549,0.360600,0.266923
33.3333,0.154492,0.360600,0.266916
33.3500,0.154434,0.360600,0.266910
33.3667,0.154377,0.360600,0.266903
33.3833,0.154320,0.360600,0.266897
33.4000,0.154263,0.360600,0.266891
33.4167,0.154206,0.360600,0.266884
33.4333,0.154149,0.360600,0.266878
33.4500,0.154092,0.360600,0.266872
33.4667,0.154035,0.360600,0.266865
33.4833,0.153978,0.360600,0.266859
33.5000,0.153921,0.360600,0.266853
33.5167,0.153864,0.360600,0.266846
33.5333,0.153808,0.360600,0.266840
33.5500,0.153751,0.360600,0.266834
33.5667,0.153695,0.360600,0.266827
33.5833,0.153638,0.360600,0.266821
33.6000,0.153582,0.360600,0.266815
33.6167,0.153526,0.360600,0.266809
33.6333,0.153470,0.360600,0.266802
33.6500,0.153414,0.360600,0.266796
33.6667,0.153358,0.360600,0.266790
33.6833,0.153302,0.360600,0.266784
33.7000,0.153246,0.360600,0.266777
33.7167,0.153190,0.360600,0.266771
33.7333,0.153134,0.360600,0.266765
33.7500,0.153079,0.360600,0.266759
33.7667,0.153023,0.360600,0.266753
33.7833,0.152967,0.360600,0.266746
33.8000,0.152912,0.360600,0.266740
33.8167,0.152856,0.360600,0.266734
33.8333,0.152801,0.360600,0.266728
33.8500,0.152746,0.360600,0.266722
33.8667,0.152691,0.360600,0.266716
33.8833,0.152636,0.360600,0.266709
33.9000,0.152580,0.360600,0.266703
33.9167,0.152525,0.360600,0.266697
33.9333,0.152471,0.360600,0.266691
33.9500,0.152416,0.360600,0.266685
33.9667,0.152361,0.360600,0.266679
33.9833,0.152306,0.360600,0.266673
34.0000,0.152252,0.360600,0.266667
34.0167,0.152197,0.360600,0.266661
34.0333,0.152142,0.360600,0.266655
34.0500,0.152088,0.360600,0.266649
34.0667,0.152034,0.360600,0.266643
34.0833,0.151979,0.360600,0.266636
34.1000,0.151925,0.360600,0.266630
34.1167,0.151871,0.360600,0.266624
34.1333,0.151817,0.360600,0.266618
34.1500,0.151763,0.360600,0.266612
34.1667,0.151709,0.360600,0.266606
34.1833,0.151655,0.360600,0.266600
34.2000,0.151601,0.360600,0.266594
34.2167,0.151547,0.360600,0.266588
34.2333,0.151494,0.360600,0.266582
34.2500,0.151440,0.360600,0.266576
34.2667,0.151386,0.360600,0.266571
34.2833,0.151333,0.360600,0.266565
34.3000,0.151279,0.360600,0.266559
34.3167,0.151226,0.360600,0.266553
34.3333,0.151173,0.360600,0.266547
34.3500,0.151119,0.360600,0.266541
34.3667,0.151066,0.360600,0.266535
34.3833,0.151013,0.360600,0.266529
34.4000,0.150960,0.360600,0.266523
34.4167,0.150907,0.360600,0.266517
34.4333,0.150854,0.360600,0.266511
34.4500,0.150801,0.360600,0.266506
34.4667,0.150748,0.360600,0.266500
34.4833,0.150696,0.360600,0.266494
34.5000,0.150643,0.360600,0.266488
34.5167,0.150590,0.360598,0.266483
34.5333,0.150538,0.360593,0.266479
34.5500,0.150485,0.360583,0.266477
34.5667,0.150433,0.360571,0.266477
34.5833,0.150381,0.360556,0.266477
34.6000,0.150328,0.360538,0.266479
34.6167,0.150276,0.360517,0.266482
34.6333,0.150224,0.360495,0.266485
34.6500,0.150172,0.360471,0.266490
34.6667,0.150120,0.360445,0.266495
34.6833,0.150068,0.360417,0.266500
34.7000,0.150016,0.360389,0.266506
34.7167,0.149964,0.360360,0.266513
34.7333,0.149912,0.360330,0.266519
34.7500,0.149860,0.360300,0.266526
34.7667,0.149809,0.360270,0.266533
34.7833,0.149757,0.360240,0.266540
34.8000,0.149705,0.360211,0.266546
34.8167,0.149654,0.360183,0.266552
34.8333,0.149602,0.360156,0.266558
34.8500,0.149551,0.360130,0.266563
34.8667,0.149500,0.360105,0.266567
34.8833,0.149448,0.360083,0.266571
34.9000,0.149397,0.360062,0.266574
34.9167,0.149346,0.360044,0.266576
